N,P,K,temperature,humidity,ph,rainfall,label
29,51,30,26.64486672,69.55346248,5.964803261,83.15907792,maize
33,55,30,25.59367027,72.36406768,6.223109381,91.61362477,maize
26,50,31,28.09707736,70.3251012,5.894911799,92.700315,maize
36,57,31,27.01716549,71.24598433,6.09109253,79.39481689,maize
28,52,30,25.40740341,69.45729124,6.499353822,85.26060703,maize
23,49,31,28.21502593,72.45676612,6.027377422,88.20402542,maize
31,53,29,26.55278417,70.36474375,5.959320552,91.95755224,maize
34,56,30,25.2092123,69.8559400,6.4782406,90.48463646,maize
27,48,31,27.5840635,72.29568159,5.888542792,81.69250339,maize
35,56,31,25.64356386,69.36500346,6.200675559,88.86455079,maize
22,50,31,27.87807563,71.19428793,6.276879511,95.00128746,maize
24,49,30,26.48342701,69.67450398,5.848074852,86.30049066,maize
32,54,30,27.64707233,72.36525367,6.452085903,90.30006177,maize
37,57,31,24.96250049,70.40270908,6.016717679,92.17137685,maize
25,49,30,27.97359208,71.41814068,6.506216877,96.17568577,maize
30,52,31,26.3862732,69.37947964,5.831866985,83.91000816,maize
38,58,32,27.4021088,72.30913485,6.27251478,92.85657118,maize
21,48,29,25.12600673,71.2004955,6.473402935,99.03873063,maize
29,51,30,28.24119584,69.55512447,5.97034227,97.94959086,maize
33,55,30,26.78179229,72.37667811,6.110387929,89.26331825,maize
26,50,31,25.30476671,70.36651595,5.899501078,89.63127866,maize
36,57,31,28.03118347,69.56599092,6.443401705,90.94529777,maize
28,52,30,26.86820324,71.26393181,5.85752863,83.35933735,maize
23,49,31,25.59233707,72.46188197,6.486625316,101.4274243,maize
31,53,29,28.14798677,69.41732688,5.963711301,93.86409006,maize
34,56,30,26.511808,69.8465656,5.819047094,95.18916344,maize
27,48,31,24.83661351,72.30410475,6.147696056,104.5198475,maize
35,56,31,27.82821251,71.22856341,6.42765812,89.3675362,maize
22,50,31,26.374563,69.3907514,5.988247363,88.12695746,maize
24,49,30,27.50108077,72.36153978,6.330212165,93.48026157,maize
32,54,30,24.93218331,70.35268628,5.834999025,97.1773199,maize
37,57,31,28.09504738,69.60192712,6.496516449,87.50418094,maize
25,49,30,26.50553691,71.24490534,5.850228743,85.1990591,maize
30,52,31,27.57849848,72.30794169,6.451242437,89.69707081,maize
38,58,32,25.25566505,69.86699423,5.960418164,93.48984333,maize
21,48,29,28.20630368,71.19058762,6.474047449,91.33530887,maize
29,51,30,26.62080402,69.55433542,5.967850706,82.15529088,maize
33,55,30,25.56960762,72.36464115,6.226372086,90.60884059,maize
26,50,31,28.06192481,70.32593452,5.898072174,93.695952,maize
36,57,31,26.9931028,71.24671672,6.094354136,78.39102974,maize
28,52,30,25.38334071,69.45812455,6.502721831,84.25681958,maize
23,49,31,28.17994536,72.45733959,6.030640439,89.19966256,maize
31,53,29,26.52872158,70.36547607,5.962477055,90.95376505,maize
34,56,30,25.1851616,69.85667422,6.481608629,89.48086328,maize
27,48,31,27.548981,72.29625406,5.891805398,80.68881925,maize
35,56,31,25.61950417,69.36569794,6.203754645,87.85356568,maize
22,50,31,27.84298523,71.19492785,6.279655733,96.41192682,maize
24,49,30,26.46027622,69.67540025,5.851514942,85.25771762,maize
32,54,30,27.61297637,72.36573776,6.455553394,91.29670861,maize
37,57,31,24.93843919,70.40332838,6.01999774,91.16608071,maize
25,49,30,27.93850834,71.418826,6.509382963,97.28672555,maize
30,52,31,26.36221719,69.38034076,5.834965765,82.81111261,maize
38,58,32,27.3670292,72.30971287,6.275983495,93.95250774,maize
21,48,29,25.10205296,71.2012286,6.474970137,100.0153791,maize
29,51,30,28.20611446,69.55597981,5.973389676,99.25634103,maize
33,55,30,26.75773015,72.37726277,6.113750847,88.29796863,maize
26,50,31,25.28071397,70.36735991,5.902672117,88.62749754,maize
36,57,31,27.99609989,69.56682482,6.44667405,91.9409357,maize
28,52,30,26.84414123,71.26467459,5.860799735,82.35714995,maize
23,49,31,25.56826448,72.46245342,6.489993915,102.4240724,maize
31,53,29,28.11290428,69.41816041,5.966839722,94.960728,maize
34,56,30,26.487747,69.84739892,5.822215353,94.18447995,maize
27,48,31,24.8125488,72.30467821,6.150963655,105.5164954,maize
35,56,31,27.79302105,71.22929532,6.431019715,90.36317317,maize
22,50,31,26.3505003,69.39158472,5.99140781,87.12317227,maize
24,49,30,27.46599822,72.36221323,6.333475961,94.47589866,maize
32,54,30,24.90812067,70.35351959,5.838159472,96.172636,maize
37,57,31,28.0599649,69.60276064,6.499878024,88.49981791,maize
25,49,30,26.48127513,71.24563771,5.853389204,84.19527185,maize
30,52,31,27.54341691,72.30851514,6.454513042,90.69270788,maize
38,58,32,25.23160239,69.86782756,5.963578501,92.48515925,maize
21,48,29,28.17122118,71.19132006,6.475610056,92.39094494,maize
29,51,30,26.59674132,69.55520836,5.970898151,81.15150384,maize
33,55,30,25.54554497,72.36521462,6.229634791,89.60405641,maize
26,50,31,28.02677226,70.32676784,5.901232549,94.691589,maize
36,57,31,26.96904011,71.24744911,6.097615742,77.38724259,maize
28,52,30,25.35927801,69.45895786,6.50608984,83.25303213,maize
23,49,31,28.14486479,72.45791306,6.033903456,90.1952997,maize
31,53,29,26.50465899,70.36620839,5.965633562,89.94997786,maize
34,56,30,25.1611109,69.85740764,6.484976658,88.4770901,maize
27,48,31,27.5138985,72.29682653,5.895068004,79.68513511,maize
35,56,31,25.59544448,69.36639242,6.206833731,86.84258057,maize
22,50,31,27.80789483,71.19556777,6.282431955,97.82256618,maize
24,49,30,26.43712543,69.67629652,5.854955032,84.21494458,maize
32,54,30,27.57888041,72.36622185,6.459020885,92.29335545,maize
37,57,31,24.91437789,70.40394768,6.023277801,90.16078457,maize
25,49,30,27.9034246,71.41951132,6.512549049,98.39776533,maize
30,52,31,26.33816118,69.38120188,5.838064545,81.71221706,maize
38,58,32,27.3319496,72.31029089,6.27945221,95.0484443,maize
21,48,29,25.07809919,71.2019617,6.475537359,100.9920275,maize
29,51,30,28.17103308,69.55683515,5.976437082,100.5630912,maize
33,55,30,26.73366801,72.37784743,6.117113665,87.33261901,maize
26,50,31,25.25666123,70.36820387,5.905843156,87.62371642,maize
36,57,31,27.96101631,69.56765872,6.449946395,92.93657363,maize
28,52,30,26.82007922,71.26541737,5.86407084,81.35496255,maize
23,49,31,25.54419189,72.46302487,6.493362514,103.4207206,maize
31,53,29,28.07782179,69.41899394,5.969968143,96.05736594,maize
34,56,30,26.463686,69.84823224,5.825383612,93.17979646,maize
27,48,31,24.78848409,72.30525167,6.154231254,106.5131433,maize
35,56,31,27.75782959,71.23002723,6.43438131,91.35881014,maize
22,50,31,26.3264376,69.39241804,5.994568257,86.11938708,maize
24,49,30,27.42991667,72.36288668,6.336739757,95.47153575,maize
32,54,30,24.88405803,70.3543529,5.841319947,95.1679521,maize
37,57,31,28.02488242,69.60359416,6.503239599,89.49545488,maize
25,49,30,26.45701335,71.24637008,5.856549665,83.1914846,maize
30,52,31,27.50833534,72.30908859,6.457783647,91.68834595,maize
38,58,32,25.20753973,69.86866089,5.966738838,91.48047517,maize
21,48,29,28.13613868,71.1920525,6.476172668,93.44658101,maize
29,51,30,26.57267862,69.5560813,5.973945596,80.1477168,maize
33,55,30,25.52148232,72.36578809,6.232897496,88.59927223,maize
26,50,31,27.99161971,70.32760116,5.904392924,95.687226,maize
36,57,31,26.94497742,71.2481815,6.100877348,76.38345544,maize
28,52,30,25.33521531,69.45979117,6.509457849,82.24924468,maize
23,49,31,28.10978422,72.45848653,6.037166473,91.19093684,maize
31,53,29,26.4805964,70.36694071,5.968790069,88.94619067,maize
34,56,30,25.1370602,69.85814106,6.488344687,87.47331692,maize
27,48,31,27.478816,72.297399,5.89833061,78.68145097,maize
35,56,31,25.57138479,69.3670869,6.209912817,85.83159546,maize
22,50,31,27.77280443,71.19620769,6.285208177,99.23320554,maize
24,49,30,26.41397464,69.67719279,5.858395122,83.17197154,maize
32,54,30,27.54478445,72.36670594,6.462488365,93.29000229,maize
37,57,31,24.89031659,70.40456698,6.026557862,89.15548843,maize
25,49,30,27.86834086,71.42019664,6.515715135,99.50880511,maize
30,52,31,26.31410517,69.382063,5.841163325,80.61332151,maize
38,58,32,27.29687,72.31086891,6.282921925,96.14438086,maize
21,48,29,25.05414542,71.2026948,6.476104581,101.9686759,maize
29,51,30,28.1359517,69.55769049,5.979484488,101.8698413,maize
33,55,30,26.70960587,72.37843209,6.120476483,86.36726939,maize
26,50,31,25.23260849,70.36904783,5.909014195,86.6199353,maize
36,57,31,27.92593273,69.56849262,6.45321874,93.93221156,maize
28,52,30,26.79601721,71.26616015,5.867341945,80.35277515,maize
23,49,31,25.5201193,72.46359632,6.496731113,104.4173688,maize
31,53,29,28.0427393,69.41982747,5.973096564,97.15400388,maize
34,56,30,26.439625,69.84906556,5.828551871,92.17511297,maize
27,48,31,24.76441938,72.30582513,6.157498853,107.5097912,maize
35,56,31,27.72263813,71.23075914,6.437742905,92.35444711,maize
22,50,31,26.3023747,69.39325136,5.997728704,85.11560189,maize
24,49,30,27.39383512,72.36356013,6.340003553,96.46717284,maize
32,54,30,24.85999539,70.35518621,5.844480424,94.1632682,maize
37,57,31,27.98979994,69.60442768,6.506601174,90.49109187,maize
25,49,30,26.43275157,71.24710245,5.859710126,82.18769735,maize
30,52,31,27.47325377,72.30966204,6.461054251,92.68398403,maize
38,58,32,25.18347707,69.86949422,5.969899177,90.47579109,maize
21,48,29,28.10105618,71.19278494,6.47673528,94.50221708,maize
29,51,30,26.54861592,69.55695424,5.976993041,79.14392976,maize
33,55,30,25.49741967,72.36636156,6.236160201,87.59448805,maize
26,50,31,27.95646716,70.32843448,5.907553299,96.682863,maize
36,57,31,26.92091473,71.24891389,6.104139054,75.37966829,maize
28,52,30,25.31115261,69.46062448,6.512825858,81.24545723,maize
23,49,31,28.07470365,72.45906,6.04042949,92.18657412,maize
31,53,29,26.45653381,70.36767303,5.971946576,87.94240348,maize
34,56,30,25.1130095,69.85887448,6.491712716,86.46954374,maize
27,48,31,27.4437335,72.29797147,5.901593216,77.67776683,maize
35,56,31,25.5473251,69.36778138,6.212991903,84.82061035,maize
22,50,31,27.73771403,71.19684761,6.287984399,100.6438449,maize
24,49,30,26.39082385,69.67808906,5.861835171,82.1289985,maize
32,54,30,27.51068849,72.36719003,6.465955845,94.28664913,maize
37,57,31,24.86625529,70.40518628,6.029837923,88.15019229,maize
25,49,30,27.83325712,71.42088196,6.518881221,100.6198449,maize
30,52,31,26.29004916,69.38292412,5.844262105,79.514426,maize
38,58,32,27.2617904,72.31144693,6.28639164,97.24031742,maize
21,48,29,25.03019165,71.2034279,6.476671802,102.9453243,maize
29,51,30,28.10087032,69.55854583,5.982531894,103.1765914,maize
33,55,30,26.68554373,72.37901675,6.123839299,85.40191977,maize
26,50,31,25.20855575,70.36989179,5.912185234,85.61615418,maize
36,57,31,27.89084915,69.56932652,6.456491085,94.92784949,maize
28,52,30,26.7719552,71.26690293,5.87061305,79.35058775,maize
23,49,31,25.49604671,72.46416777,6.500099712,105.414017,maize
31,53,29,28.00765681,69.420661,5.976224985,98.25064182,maize
34,56,30,26.415564,69.84989888,5.83172013,91.17042948,maize
27,48,31,24.74035467,72.30639859,6.160766452,108.5064391,maize
35,56,31,27.68744667,71.23149105,6.4411045,93.35008408,maize
22,50,31,26.2783118,69.39408468,6.000889151,84.1118167,maize
24,49,30,27.35775357,72.36423358,6.343267349,97.46280993,maize
32,54,30,24.83593275,70.35601952,5.847640947,93.1585843,maize
37,57,31,27.95471746,69.6052612,6.509962749,91.48672886,maize
25,49,30,26.40848959,71.24783482,5.862870587,81.1839101,maize
30,52,31,27.4381722,72.31023549,6.464324855,93.67962211,maize
38,58,32,25.15941441,69.87032755,5.973059516,89.47110701,maize
21,48,29,28.06597368,71.19351738,6.477297892,95.55785315,maize
29,51,30,26.52455322,69.55782718,5.980040486,78.14014272,maize
33,55,30,25.47335702,72.36693503,6.239422906,86.58970387,maize
26,50,31,27.92131461,70.3292678,5.910713674,97.6785,maize
36,57,31,26.89685204,71.24964628,6.10740076,74.37588114,maize
28,52,30,25.28708991,69.46145779,6.516193867,80.24166978,maize
23,49,31,28.03962308,72.45963347,6.043692507,93.1822114,maize
31,53,29,26.43247122,70.36840535,5.975103083,86.93861629,maize
34,56,30,25.0889588,69.8596079,6.495080745,85.46577056,maize
27,48,31,27.408651,72.29854394,5.904855822,76.67408269,maize
35,56,31,25.52326541,69.36847586,6.216071889,83.80962524,maize
22,50,31,27.70262363,71.19748753,6.290760621,102.0544843,maize
24,49,30,26.36767306,69.67898533,5.86527522,81.08602546,maize
32,54,30,27.47659253,72.36767412,6.469423425,95.28329597,maize
37,57,31,24.84219399,70.40580558,6.033117984,87.14489615,maize
25,49,30,27.79817338,71.42156728,6.522047307,101.7308847,maize
30,52,31,26.26599315,69.38378524,5.847360885,78.41553049,maize
38,58,32,27.2267108,72.31202495,6.289861355,98.33625398,maize
21,48,29,25.00623788,71.204161,6.477239023,103.9219727,maize
29,51,30,28.06578894,69.55940117,5.9855793,104.4833415,maize
33,55,30,26.66148159,72.37960141,6.127202115,84.43657015,maize
26,50,31,25.18450281,70.37073575,5.915356273,84.61237306,maize
36,57,31,27.85576557,69.57016042,6.45976343,95.92348742,maize
28,52,30,26.74789319,71.26764571,5.873884155,78.34840035,maize
23,49,31,25.47197412,72.46473922,6.503468411,106.4106652,maize
31,53,29,27.97257432,69.42149453,5.979353406,99.34727976,maize
34,56,30,26.391503,69.8507322,5.834888389,90.165746,maize
27,48,31,24.71628996,72.30697205,6.164034051,109.503087,maize
35,56,31,27.65225521,71.23222296,6.444466095,94.34572105,maize
22,50,31,26.2542489,69.394918,6.004049598,83.10803151,maize
24,49,30,27.32167202,72.36490703,6.346531145,98.45844702,maize
32,54,30,24.81187011,70.35685283,5.850801471,92.1539004,maize
37,57,31,27.919635,69.60609472,6.513324324,92.48236585,maize
25,49,30,26.38422761,71.24856719,5.866031048,80.18012285,maize
30,52,31,27.40309063,72.31080894,6.467595459,94.67526019,maize
38,58,32,25.13535175,69.87116088,5.976219855,88.46642293,maize
21,48,29,28.03089118,71.19424982,6.477860504,96.61348922,maize
29,51,30,26.50049052,69.55870012,5.983087931,77.13635568,maize
33,55,30,25.44929437,72.3675085,6.242685611,85.58491969,maize
26,50,31,27.88616206,70.33010112,5.913874049,98.674137,maize
36,57,31,26.87278935,71.25037867,6.110662466,73.37209399,maize
28,52,30,25.26302721,69.4622911,6.519561876,79.23788233,maize
23,49,31,28.00454251,72.46020694,6.046955524,94.17784878,maize
31,53,29,26.40840863,70.36913767,5.97825959,85.93482911,maize
34,56,30,25.0649081,69.86034132,6.498448774,84.46199738,maize
27,48,31,27.3735685,72.29911641,5.908118428,75.67039855,maize
35,56,31,25.49920572,69.36917034,6.219151975,82.79864013,maize
22,50,31,27.66753323,71.19812745,6.293536843,103.4651237,maize
24,49,30,26.34452227,69.6798816,5.868715073,80.04305242,maize
32,54,30,27.44249657,72.36815821,6.472890985,96.27994281,maize
37,57,31,24.81813269,70.40642488,6.036398045,86.13959931,maize
25,49,30,27.76308964,71.4222526,6.525213393,102.8419245,maize
30,52,31,26.24193714,69.38464636,5.850458665,77.31663498,maize
38,58,32,27.1916312,72.31260297,6.29333107,99.43219054,maize
21,48,29,24.98228411,71.2048941,6.477806244,104.8986211,maize
29,51,30,28.03070756,69.56025651,5.988626706,105.7900916,maize
33,55,30,26.63741945,72.38018607,6.130564931,83.47122053,maize
26,50,31,25.16044987,70.37157971,5.918527312,83.60859194,maize
36,57,31,27.820682,69.57099432,6.463035775,96.91912535,maize
28,52,30,26.72383118,71.26838849,5.87715526,77.34621295,maize
23,49,31,25.44790153,72.46531067,6.50683711,107.4073134,maize
31,53,29,27.93749183,69.42232806,5.982481827,100.4439177,maize
34,56,30,26.367442,69.85156552,5.838056648,89.16106252,maize
27,48,31,24.69222525,72.30754551,6.16730165,110.499735,maize
35,56,31,27.61706375,71.23295487,6.44782769,95.34135802,maize
22,50,31,26.230186,69.39575132,6.007210045,82.10424632,maize
24,49,30,27.28559047,72.36558048,6.349794941,99.45408411,maize
32,54,30,24.78780747,70.35768614,5.853962495,91.1492165,maize
37,57,31,27.88455254,69.60692824,6.516685899,93.47800284,maize
25,49,30,26.35996563,71.24929956,5.869191509,79.1763356,maize
30,52,31,27.36800906,72.31138239,6.470866063,95.67089827,maize
38,58,32,25.11128909,69.87199421,5.979380194,87.46173885,maize
21,48,29,27.99580868,71.19498226,6.478423116,97.66912529,maize
29,51,30,26.47642782,69.55957306,5.986135376,76.13256864,maize
33,55,30,25.42523172,72.36808197,6.245948316,84.58013551,maize
26,50,31,27.85100951,70.33093444,5.917034424,99.669774,maize
36,57,31,26.84872666,71.25111106,6.113924172,72.36830684,maize
28,52,30,25.23896451,69.46312441,6.522929885,78.23409488,maize
23,49,31,27.96946194,72.46078041,6.050218541,95.17348616,maize
31,53,29,26.38434604,70.36987,5.981416097,84.93104193,maize
34,56,30,25.0408574,69.86107474,6.501816803,83.4582242,maize
27,48,31,27.338486,72.29968888,5.911381034,74.66671441,maize
35,56,31,25.47514603,69.36986482,6.222232061,81.78765499,maize
22,50,31,27.63244283,71.19876737,6.296313065,104.8757631,maize
24,49,30,26.32137148,69.68077787,5.872154926,79.00007938,maize
32,54,30,27.40840061,72.3686423,6.476358545,97.27658965,maize
37,57,31,24.79407139,70.40704418,6.039678106,85.13430247,maize
25,49,30,27.7280059,71.42293792,6.528379479,103.9529635,maize
30,52,31,26.21788113,69.38550748,5.853556445,76.21773947,maize
38,58,32,27.1565516,72.313181,6.296800785,100.5281271,maize
21,48,29,24.95833034,71.2056272,6.478373465,105.8752695,maize
29,51,30,27.99562618,69.56111185,5.991674112,107.0968417,maize
33,55,30,26.61335731,72.38077073,6.133927747,82.50587091,maize
26,50,31,25.13639693,70.37242367,5.921698351,82.60481082,maize
36,57,31,27.78559843,69.57182822,6.46630812,97.91476328,maize
28,52,30,26.69976917,71.26913127,5.880426365,76.34402555,maize
23,49,31,25.42382894,72.46588212,6.510205809,108.4039616,maize
31,53,29,27.90240934,69.42316159,5.985610248,101.5405556,maize
34,56,30,26.343381,69.85239884,5.841224907,88.15637904,maize
27,48,31,24.66816054,72.30811897,6.170569249,111.4963829,maize
35,56,31,27.58187229,71.23368678,6.451189285,96.336995,maize
22,50,31,26.2061231,69.39658464,6.010370492,81.10046113,maize
24,49,30,27.24950892,72.36625393,6.353058737,100.4497212,maize
32,54,30,24.76374483,70.35851945,5.857123539,90.1445326,maize
37,57,31,27.84947008,69.60776176,6.520047374,94.47363983,maize
25,49,30,26.33570365,71.25003193,5.87235207,78.17254835,maize
30,52,31,27.33292749,72.31195584,6.474136667,96.66653635,maize
38,58,32,25.08722643,69.87282754,5.982540533,86.45705477,maize
21,48,29,27.96072618,71.1957147,6.478985728,98.72476136,maize
29,51,30,26.45236512,69.5604459,5.989182821,75.1287816,maize
33,55,30,25.40116907,72.36865544,6.249211021,83.57535133,maize
26,50,31,27.815857,70.33176776,5.920194799,100.665411,maize
36,57,31,26.82466397,71.25184345,6.117185878,71.36451969,maize
28,52,30,25.21490181,69.46395772,6.526297893,77.23030743,maize
23,49,31,27.93438137,72.46135388,6.053481558,96.16912354,maize
31,53,29,26.36028345,70.37060233,5.984572604,83.92725475,maize
34,56,30,25.0168067,69.86180816,6.505184832,82.45445102,maize
27,48,31,27.3034035,72.30026135,5.91464364,73.66303027,maize
35,56,31,25.45108634,69.3705593,6.225312147,80.77666985,maize
22,50,31,27.59735243,71.19940729,6.299089287,106.2864025,maize
24,49,30,26.29822069,69.68167414,5.875594779,77.95710634,maize
32,54,30,27.37430465,72.36912639,6.479826105,98.27323749,maize
37,57,31,24.77001009,70.40766348,6.042958167,84.12900563,maize
25,49,30,27.69292216,71.42362324,6.531545565,105.0640025,maize
30,52,31,26.19382512,69.3863686,5.856654225,75.11884396,maize
38,58,32,27.121472,72.31375903,6.3002705,101.6240637,maize
21,48,29,24.93437657,71.2063603,6.478940686,106.8519179,maize
29,51,30,27.9605448,69.56196719,5.994721518,108.4035918,maize
33,55,30,26.58929517,72.38135539,6.137290563,81.54052129,maize
26,50,31,25.112344,70.37326763,5.92486939,81.6010297,maize
36,57,31,27.75051486,69.57266212,6.469580465,98.91040121,maize
28,52,30,26.67570716,71.26987405,5.88369747,75.34183815,maize
23,49,31,25.39975635,72.46645357,6.513574508,109.4006098,maize
31,53,29,27.86732685,69.42399512,5.988738669,102.6371935,maize
34,56,30,26.31932,69.85323216,5.844393166,87.15169556,maize
27,48,31,24.64409583,72.30869243,6.173836848,112.4930309,maize
35,56,31,27.54668083,71.23441869,6.4545509,97.332632,maize
22,50,31,26.1820602,69.39741796,6.013530939,80.09667594,maize
24,49,30,27.21342737,72.36692738,6.356322533,101.4453583,maize
32,54,30,24.73968219,70.35935276,5.860284579,89.1397487,maize
37,57,31,27.81438762,69.60859528,6.523408849,95.46927682,maize
25,49,30,26.31144167,71.2507643,5.875512631,77.1687611,maize
30,52,31,27.29784593,72.31252929,6.477407271,97.66217443,maize
38,58,32,25.06316377,69.87366087,5.985700872,85.45237069,maize
21,48,29,27.92564368,71.19644714,6.47954834,99.78039743,maize
29,51,30,26.42830242,69.56131874,5.992230266,74.12499456,maize
33,55,30,25.37710642,72.36922891,6.252473726,82.57056715,maize
26,50,31,27.78070449,70.33260108,5.923355174,101.661048,maize
36,57,31,26.80060128,71.25257584,6.120447584,70.36073254,maize
28,52,30,25.19083911,69.46479103,6.529665901,76.226520,maize
23,49,31,27.8993008,72.46192735,6.056744575,97.16476092,maize
31,53,29,26.33622086,70.37133466,5.987729111,82.92346857,maize
34,56,30,24.992756,69.86254158,6.508552861,81.45067784,maize
27,48,31,27.268321,72.30083382,5.917906246,72.65934613,maize
35,56,31,25.42702665,69.37125378,6.228392233,79.76568471,maize
22,50,31,27.56226103,71.20004721,6.301865509,107.6970419,maize
24,49,30,26.2750698,69.68257041,5.879034632,76.9141333,maize
32,54,30,27.34020869,72.36961048,6.483293665,99.26988533,maize
37,57,31,24.74594879,70.40828278,6.046238228,83.12370879,maize
25,49,30,27.65783842,71.42430856,6.534711651,106.1750415,maize
30,52,31,26.16976911,69.38722972,5.859752005,74.01994845,maize
38,58,32,27.0863924,72.31433706,6.303740215,102.7200003,maize
21,48,29,24.9104228,71.2070934,6.479507907,107.8285663,maize
29,51,30,27.92546342,69.56282253,5.997768924,109.7103419,maize
33,55,30,26.56523303,72.38194005,6.140653379,80.57517167,maize
26,50,31,25.08829106,70.37411159,5.92804043,80.59724858,maize
36,57,31,27.71543129,69.57349602,6.47285281,99.90603914,maize
28,52,30,26.65164515,71.27061683,5.886968575,74.33965075,maize
23,49,31,25.37568376,72.46702502,6.516943207,110.397258,maize
31,53,29,27.83224436,69.42482865,5.99186709,103.7338314,maize
34,56,30,26.295259,69.85406548,5.847561425,86.14701208,maize
27,48,31,24.62003112,72.30926589,6.177104447,113.489679,maize
35,56,31,27.51148937,71.2351506,6.457912515,98.328269,maize
22,50,31,26.1579973,69.39825128,6.016691386,79.09289075,maize
24,49,30,27.17734582,72.36760083,6.359586329,102.4409954,maize
32,54,30,24.71561955,70.36018607,5.863445619,88.1349648,maize
37,57,31,27.77930516,69.6094288,6.526770324,96.46491381,maize
25,49,30,26.28717969,71.25149667,5.878673192,76.16497385,maize
30,52,31,27.26276437,72.31310274,6.480677875,98.65781251,maize
38,58,32,25.03910111,69.8744942,5.988861211,84.44768661,maize
21,48,29,27.89056118,71.19717958,6.480110952,100.8360335,maize
29,51,30,26.40423972,69.56219158,5.995277711,73.12120752,maize
33,55,30,25.35304377,72.36980238,6.255736431,81.56578297,maize
26,50,31,27.74555199,70.3334344,5.926515349,102.656685,maize
36,57,31,26.77653859,71.25330823,6.12370929,69.35694539,maize
28,52,30,25.16677641,69.46562434,6.533033909,75.22273257,maize
23,49,31,27.86422023,72.46250082,6.060007592,98.1603983,maize
31,53,29,26.31215827,70.37206699,5.990885618,81.91968239,maize
34,56,30,24.9687053,69.863275,6.51192089,80.44690466,maize
27,48,31,27.2332385,72.30140629,5.921168852,71.655662,maize
35,56,31,25.402967,69.37194826,6.231472319,78.75469957,maize
22,50,31,27.52716963,71.20068713,6.304641731,109.1076813,maize
24,49,30,26.25191891,69.68346668,5.882474485,75.87116026,maize
32,54,30,27.30611273,72.37009457,6.486761225,100.2665332,maize
37,57,31,24.72188749,70.40890208,6.049518289,82.11741203,maize
25,49,30,27.62275468,71.42499388,6.537877737,107.2860805,maize
30,52,31,26.1457131,69.38809084,5.862849785,72.92105294,maize
38,58,32,27.0513128,72.31491509,6.30720993,103.8159369,maize
21,48,29,24.88646903,71.2078265,6.480075128,108.8052147,maize
29,51,30,27.89038204,69.56367787,6.00081633,111.017092,maize
33,55,30,26.54117089,72.38252471,6.144016195,79.60982205,maize
26,50,31,25.06423813,70.37495555,5.93121147,79.59346746,maize
36,57,31,27.68034772,69.57432992,6.476125155,100.9016771,maize
28,52,30,26.62758314,71.27135961,5.89023968,73.33746335,maize
23,49,31,25.35161117,72.46759647,6.520311906,111.3939062,maize
31,53,29,27.79716187,69.42566218,5.994995511,104.8304693,maize
34,56,30,26.271198,69.8548988,5.850729684,85.1423286,maize
27,48,31,24.59596641,72.30983935,6.180372046,114.4863271,maize
35,56,31,27.47629791,71.23588251,6.46127413,99.32390597,maize
22,50,31,26.1339344,69.3990846,6.019851833,78.08910556,maize
24,49,30,27.14126427,72.36827428,6.362850125,103.4366325,maize
32,54,30,24.69155691,70.36101938,5.866606659,87.1301809,maize
37,57,31,27.7442227,69.61026232,6.530131799,97.46055079,maize
25,49,30,26.26291771,71.25222904,5.881833754,75.1611866,maize
30,52,31,27.22768281,72.31367619,6.483948479,99.65345059,maize
38,58,32,25.01503845,69.87532753,5.99202155,83.44300253,maize
21,48,29,27.85547868,71.19791202,6.480673564,101.8916696,maize
29,51,30,26.38017688,69.56306442,5.998325156,72.11742048,maize
33,55,30,25.32898112,72.37037585,6.258999136,80.56099879,maize
26,50,31,27.71039949,70.33426772,5.929675524,103.652322,maize
36,57,31,26.7524759,71.25404062,6.126971,68.35315824,maize
28,52,30,25.14271371,69.46645765,6.536401917,74.21894514,maize
23,49,31,27.82913966,72.46307429,6.063270609,99.15603568,maize
31,53,29,26.28809568,70.37279932,5.994042125,80.91589621,maize
34,56,30,24.9446546,69.86400842,6.515288919,79.44313248,maize
27,48,31,27.198156,72.30197876,5.924431458,70.65197787,maize
35,56,31,25.37890735,69.37264274,6.234552405,77.74371443,maize
22,50,31,27.49207823,71.20132705,6.307417953,110.5183207,maize
24,49,30,26.22876799,69.68436295,5.885914338,74.82818722,maize
32,54,30,27.27201677,72.37057866,6.490228785,101.2631809,maize
37,57,31,24.69782619,70.40952138,6.052798351,81.11111527,maize
25,49,30,27.587671,71.4256792,6.541043823,108.3971195,maize
30,52,31,26.12165709,69.38895196,5.865947565,71.82215743,maize
38,58,32,27.0162332,72.31549312,6.310679645,104.9118733,maize
21,48,29,24.86251526,71.2085596,6.480642349,109.7818631,maize
29,51,30,27.85530066,69.56453321,6.003863736,112.3238421,maize
33,55,30,26.51710875,72.38310937,6.147379011,78.64447243,maize
26,50,31,25.0401852,70.37579951,5.93438247,78.58968634,maize
36,57,31,27.64526415,69.57516382,6.4793975,101.897315,maize
28,52,30,26.60352113,71.27210239,5.893510685,72.33527595,maize
23,49,31,25.32753858,72.46816792,6.523680605,112.3905544,maize
31,53,29,27.76207938,69.42649571,5.998123932,105.9271072,maize
34,56,30,26.247137,69.85573212,5.853897943,84.13764512,maize
27,48,31,24.5719017,72.31041281,6.183639645,115.4829752,maize
35,56,31,27.44110645,71.23661442,6.464635745,100.3195429,maize
22,50,31,26.1098715,69.39991792,6.02301228,77.08532037,maize
